artist,title,Unnamed: 0,ranking,last_week_rank,peak_position,weeks_on_chart,chart_date
Aretha Franklin,Aretha's Best,2018-09-08_25,25,0,25,1,2018-09-08
Aretha Franklin,Aretha's Gold,1969-07-19_2,2,0,2,1,1969-07-19
Aretha Franklin,Aretha: Lady Soul,1968-02-24_8,8,0,8,1,1968-02-24
Aretha Franklin,Aretha: Live At Fillmore West,1971-06-05_22,22,0,22,1,1971-06-05
Aretha Franklin,Get It Right,1983-08-06_40,40,0,40,1,1983-08-06
Aretha Franklin,Hey Now Hey (The Other Side Of The Sky),1973-07-21_38,38,59,38,2,1973-07-21
Aretha Franklin,I Never Loved A Man The Way I Love You,1967-04-08_8,8,0,8,1,1967-04-08
Aretha Franklin,Jewels In The Crown: Duets With The Queen,2007-12-01_7,7,0,7,1,2007-12-01
Aretha Franklin,Jump To It,1982-08-14_29,29,0,29,1,1982-08-14
Aretha Franklin,La Diva,1979-10-13_32,32,42,32,2,1979-10-13
Aretha Franklin,Let Me In Your Life,1974-03-23_40,40,49,40,2,1974-03-23
Aretha Franklin,Love All The Hurt Away,1981-09-05_35,35,0,35,1,1981-09-05
Aretha Franklin,"One Lord, One Faith, One Baptism",1988-01-09_35,35,47,35,3,1988-01-09
Aretha Franklin,Runnin' Out Of Fools,1965-01-30_9,9,0,9,1,1965-01-30
Aretha Franklin,Sings The Great Diva Classics,2014-11-08_3,3,0,3,1,2014-11-08
Aretha Franklin,So Damn Happy,2003-10-04_11,11,0,11,1,2003-10-04
Aretha Franklin,Soft And Beautiful,1969-05-03_31,31,47,31,2,1969-05-03
Aretha Franklin,Soul Sister,1966-07-30_20,20,0,20,1,1966-07-30
Aretha Franklin,Spirit In The Dark,1970-09-19_29,29,0,29,1,1970-09-19
Aretha Franklin,Sweet Passion,1977-06-18_15,15,0,15,1,1977-06-18
Aretha Franklin,Take A Look,1967-11-11_27,27,0,27,1,1967-11-11
Aretha Franklin,Ten Years Of Gold,1977-01-08_29,29,45,29,3,1977-01-08
Aretha Franklin,The Atlantic Singles Collection 1967-1970,2018-10-13_35,35,0,35,1,2018-10-13
Aretha Franklin,This Girl's In Love With You,1970-02-14_33,33,0,33,1,1970-02-14
Aretha Franklin,Through The Storm,1989-06-10_35,35,44,35,3,1989-06-10
Aretha Franklin,What You See Is What You Sweat,1991-08-10_39,39,54,39,3,1991-08-10
Aretha Franklin,Who's Zoomin' Who?,1985-07-27_30,30,0,30,1,1985-07-27
Aretha Franklin,With Everything I Feel In Me,1975-01-04_31,31,48,31,2,1975-01-04
Aretha Franklin,Yeah!!!,1965-08-07_8,8,0,8,1,1965-08-07
Aretha Franklin,You,1975-11-22_38,38,0,38,1,1975-11-22
Aretha Franklin,"Young, Gifted And Black",1972-02-26_18,18,46,18,2,1972-02-26
Aretha Franklin & James Cleveland,Amazing Grace,1972-06-24_39,39,0,39,1,1972-06-24
Ari Lennox,PHO (EP),2016-11-12_40,40,0,40,1,2016-11-12
Army Of The Pharaohs,Heavy Lies The Crown,2014-11-08_27,27,0,27,1,2014-11-08
Army Of The Pharaohs,In Death Reborn,2014-05-10_16,16,0,16,1,2014-05-10
Arrested Development,3 Years 5 Months & 2 Days In The Life Of. . .,1992-05-02_37,37,67,37,3,1992-05-02
Arrested Development,Unplugged,1993-04-10_39,39,0,39,1,1993-04-10
Arrested Development,Zingalamaduni,1994-07-02_20,20,0,20,1,1994-07-02
Art N' Soul,Touch Of Soul,1996-04-13_36,36,0,36,1,1996-04-13
Arthur Conley,Sweet Soul Music,1967-05-13_21,21,0,21,1,1967-05-13
Arthur Prysock,A Double Header With Arthur Prysock,1965-09-04_10,10,0,10,1,1965-09-04
Arthur Prysock,All My Life,1977-02-12_40,40,46,40,2,1977-02-12
Arthur Prysock,Art And Soul,1967-02-04_25,25,0,25,1,1967-02-04
Artifacts,Between A Rock And A Hard Place,1994-11-12_17,17,0,17,1,1994-11-12
Artifacts,That's Them,1997-05-03_25,25,0,25,1,1997-05-03
Artists United Against Apartheid,Sun City,1985-12-07_39,39,65,39,2,1985-12-07
Ashanti,Ashanti,2002-04-20_1,1,68,1,2,2002-04-20
Ashanti,Braveheart,2014-03-22_4,4,0,4,1,2014-03-22
Ashanti,Chapter II,2003-07-19_1,1,95,1,2,2003-07-19
Ashanti,Collectables By Ashanti,2005-12-24_10,10,0,10,1,2005-12-24
Ashanti,Concrete Rose,2005-01-01_2,2,0,2,1,2005-01-01
Ashanti,The Declaration,2008-06-21_2,2,0,2,1,2008-06-21
Asher Roth,Asleep In The Bread Aisle,2009-05-09_5,5,0,5,1,2009-05-09
Asher Roth,Retrohash,2014-05-10_12,12,0,12,1,2014-05-10
Ashford & Simpson,A Musical Affair,1980-08-23_24,24,0,24,1,1980-08-23
Ashford & Simpson,Come As You Are,1976-05-01_38,38,43,38,4,1976-05-01
Ashford & Simpson,Gimme Something Real,1973-11-24_40,40,43,40,6,1973-11-24
Ashford & Simpson,Highrise,1983-09-24_30,30,52,30,2,1983-09-24
Ashford & Simpson,I Wanna Be Selfish,1974-08-03_39,39,50,39,2,1974-08-03
Ashford & Simpson,Is It Still Good To Ya,1978-09-16_16,16,49,16,2,1978-09-16
Ashford & Simpson,Love Or Physical,1989-04-08_37,37,43,37,4,1989-04-08
Ashford & Simpson,Real Love,1986-09-27_38,38,0,38,1,1986-09-27
Ashford & Simpson,Send It,1977-10-22_31,31,41,31,2,1977-10-22
Ashford & Simpson,So So Satisfied,1977-02-12_33,33,41,33,3,1977-02-12
Ashford & Simpson,Solid,1984-11-17_23,23,0,23,1,1984-11-17
Ashford & Simpson,Stay Free,1979-09-01_20,20,0,20,1,1979-09-01
Ashford & Simpson,Street Opera,1982-06-05_35,35,0,35,1,1982-06-05
Atlantic Starr,All In The Name Of Love,1987-05-02_20,20,0,20,1,1987-05-02
Atlantic Starr,As The Band Turns,1985-05-25_29,29,51,29,2,1985-05-25
Atlantic Starr,Atlantic Starr,1978-09-02_31,31,41,31,3,1978-09-02
Atlantic Starr,Brilliance,1982-03-27_35,35,0,35,1,1982-03-27
Atlantic Starr,Love Crazy,1992-02-29_38,38,42,38,15,1992-02-29
Atlantic Starr,Radiant,1981-03-21_36,36,50,36,2,1981-03-21
Atlantic Starr,We're Movin' Up,1989-06-10_37,37,49,37,4,1989-06-10
Atlantic Starr,Yours Forever,1983-11-12_27,27,0,27,1,1983-11-12
Atmosphere,Fishing Blues,2016-09-03_2,2,0,2,1,2016-09-03
Atmosphere,Southsiders,2014-05-24_3,3,0,3,1,2014-05-24
Atmosphere,The Family Sign,2011-04-30_3,3,0,3,1,2011-04-30
Atmosphere,The Lake Nokomis: Maxi Single (EP),2014-05-03_36,36,0,36,1,2014-05-03
Atmosphere,"To All My Friends, Blood Makes The Blade Holy: The Atmosphere EP's",2010-09-25_9,9,0,9,1,2010-09-25
Atmosphere,"When Life Gives You Lemons, You Paint That Shit Gold",2008-05-10_13,13,0,13,1,2008-05-10
August Alsina,Downtown: Life Under The Gun (EP),2013-09-07_14,14,0,14,1,2013-09-07
August Alsina,Testimony,2014-05-03_1,1,0,1,1,2014-05-03
August Alsina,This Thing Called Life,2016-01-02_2,2,0,2,1,2016-01-02
Aurra,A Little Love,1982-02-20_39,39,0,39,1,1982-02-20
Aurra,Live And Let Live,1983-03-05_39,39,53,39,2,1983-03-05
Aurra,Send Your Love,1981-06-27_33,33,41,33,5,1981-06-27
Avant,Avant,2008-12-27_6,6,0,6,1,2008-12-27
Avant,Director,2006-05-13_1,1,0,1,1,2006-05-13
Avant,Ecstasy,2002-04-13_2,2,0,2,1,2002-04-13
Avant,Face The Music,2013-02-23_9,9,0,9,1,2013-02-23
Avant,My Thoughts,2000-05-27_7,7,0,7,1,2000-05-27
Avant,Private Room,2003-12-27_4,4,0,4,1,2003-12-27
Avant,The Letter,2010-12-25_19,19,0,19,1,2010-12-25
Avant,The VIII,2015-10-17_8,8,0,8,1,2015-10-17
Average White Band,AWB,1975-01-04_32,32,46,32,2,1975-01-04
Average White Band,Benny And Us,1977-08-06_20,20,45,20,2,1977-08-06
Average White Band,Cut The Cake,1975-06-28_31,31,46,31,2,1975-06-28
Average White Band,Feel No Fret,1979-05-12_40,40,41,40,6,1979-05-12
Average White Band,Person To Person,1977-01-29_25,25,50,25,2,1977-01-29
Average White Band,Put It Where You Want It,1975-04-26_39,39,41,39,3,1975-04-26
Average White Band,Shine,1980-06-21_39,39,49,39,4,1980-06-21
Average White Band,Soul Searching,1976-07-24_22,22,42,22,2,1976-07-24
Average White Band,Warmer Communications,1978-04-01_34,34,0,34,1,1978-04-01
Avery*Sunshine,The SunRoom,2014-06-14_22,22,0,22,1,2014-06-14
Az Yet,Az Yet,1996-11-16_18,18,0,18,1,1996-11-16
Azealia Banks,1991 (EP),2012-06-16_17,17,0,17,1,2012-06-16
Azealia Banks,Broke With Expensive Taste,2014-11-22_3,3,0,3,1,2014-11-22
Azteca,Azteca,1973-02-03_39,39,45,39,2,1973-02-03
B Angie B,B Angie B,1991-05-18_29,29,41,29,3,1991-05-18
B Rich,80 Dimes,2002-07-06_36,36,0,36,1,2002-07-06
B-Legit,Hard 2 B-Legit,2002-10-12_17,17,0,17,1,2002-10-12
B-Legit,Hempin' Ain't Easy,2000-09-30_13,13,0,13,1,2000-09-30
B-Legit,The Hemp Museum,1996-12-14_15,15,0,15,1,1996-12-14
B-Legit,What We Been Doin,2015-05-02_23,23,0,23,1,2015-05-02
B.B. King,B.B. King In London,1971-10-23_33,33,0,33,1,1971-10-23
B.B. King,B.B. King: Live At The Regal,1965-05-01_10,10,0,10,1,1965-05-01
B.B. King,Blues 'n Jazz,1983-07-23_38,38,41,38,4,1983-07-23
B.B. King,Completely Well,1969-12-27_40,40,0,40,1,1969-12-27
B.B. King,Friends,1974-08-31_40,40,46,40,2,1974-08-31
B.B. King,Guess Who,1972-08-26_27,27,0,27,1,1972-08-26
B.B. King,Indianola Mississippi Seeds,1970-10-31_38,38,50,38,2,1970-10-31
B.B. King,King Size,1977-02-26_37,37,45,37,2,1977-02-26
B.B. King,L.A. Midnight,1972-03-04_32,32,0,32,1,1972-03-04
B.B. King,Live & Well,1969-07-05_39,39,50,39,2,1969-07-05
B.B. King,Live In Cook County Jail,1971-03-06_8,8,0,8,1,1971-03-06
B.B. King,Lucille Talks Back,1975-11-22_39,39,50,39,2,1975-11-22
B.B. King,Midnight Believer,1978-06-03_31,31,41,31,4,1978-06-03
B.B. King,Six Silver Strings,1985-11-16_36,36,42,36,5,1985-11-16
B.B. King,Take It Home,1979-09-08_30,30,43,30,3,1979-09-08
B.B. King,There Must Be A Better World Somewhere,1981-03-07_35,35,45,35,2,1981-03-07
B.B. King,To Know You Is To Love You,1973-09-15_36,36,0,36,1,1973-09-15
B.B. King And Bobby Bland,Together For The First Time...Live,1974-11-02_40,40,50,40,2,1974-11-02
B.G.,Checkmate,2000-12-09_5,5,0,5,1,2000-12-09
B.G.,Chopper City In The Ghetto,1999-05-08_2,2,0,2,1,1999-05-08
B.G.,It's All On U,1997-07-19_40,40,0,40,1,1997-07-19
B.G.,It's All On You Vol. 2,1997-11-15_20,20,0,20,1,1997-11-15
B.G.,Life After Cash Money,2004-08-14_2,2,45,2,2,2004-08-14
B.G.,Livin' Legend,2003-03-15_4,4,0,4,1,2003-03-15
B.G.,Play It How It Go: Collection,2006-08-26_26,26,0,26,1,2006-08-26
B.G.,The Heart Of Tha Streetz,2005-06-11_6,6,0,6,1,2005-06-11
B.G.,"The Heart Of Tha Streetz, Vol. 2 (I Am What I Am)",2006-04-08_2,2,0,2,1,2006-04-08
B.G.,Too Hood 2 Be Hollywood,2009-12-26_14,14,0,14,1,2009-12-26
B.G. & Chopper City Boyz,Life In The Concrete Jungle,2008-10-04_12,12,0,12,1,2008-10-04
B.G. And The Chopper City Boyz,We Got This,2007-03-17_4,4,98,4,2,2007-03-17
B.G. Knocc Out & Dresta,Real Brothas,1995-09-02_15,15,0,15,1,1995-09-02
B.O.N.E. Enterprise,Faces Of Death,1995-08-19_29,29,44,29,6,1995-08-19
B.T. Express,B.t.express 1980,1980-05-24_37,37,50,37,3,1980-05-24
B.T. Express,Do It 'til You're Satisfied,1974-12-07_40,40,50,40,2,1974-12-07
B.T. Express,Energy To Burn,1976-06-05_28,28,0,28,1,1976-06-05
B.T. Express,Function At The Junction,1977-06-04_39,39,42,39,2,1977-06-04
B.T. Express,Non-stop,1975-08-16_30,30,56,30,2,1975-08-16
B.T. Express,Shout!,1978-03-04_35,35,50,35,2,1978-03-04
B.o.B,B.o.B Presents: The Adventures Of Bobby Ray,2010-05-15_1,1,0,1,1,2010-05-15
B.o.B,Elements: Water Fire Earth Air,2017-02-04_18,18,45,18,2,2017-02-04
B.o.B,Psycadelik Thoughtz,2015-09-05_10,10,0,10,1,2015-09-05
B.o.B,Strange Clouds,2012-05-19_1,1,0,1,1,2012-05-19
B.o.B,Underground Luxury,2014-01-04_7,7,0,7,1,2014-01-04
B2K,B2K,2002-03-30_1,1,0,1,1,2002-03-30
B2K,Pandemonium!,2002-12-28_4,4,0,4,1,2002-12-28
B2K,Santa Hooked Me Up (EP),2003-01-04_35,35,41,35,8,2003-01-04
B2K,The Remixes Vol. 2 (EP),2003-07-26_38,38,43,38,2,2003-07-26
B5,B5,2005-08-06_7,7,0,7,1,2005-08-06
B5,"Don't Talk, Just Listen",2007-09-29_5,5,0,5,1,2007-09-29
BADBADNOTGOOD & Ghostface Killah,Sour Soul,2015-03-14_9,9,0,9,1,2015-03-14
BJ The Chicago Kid,In My Mind,2016-03-12_7,7,0,7,1,2016-03-12
BLACKstreet,Another Level,1996-09-28_2,2,99,2,2,1996-09-28
BLACKstreet,Blackstreet,1994-07-09_8,8,0,8,1,1994-07-09
BLACKstreet,Finally,1999-04-10_4,4,0,4,1,1999-04-10
BLACKstreet,Level II,2003-03-29_8,8,0,8,1,2003-03-29
BWP,Bytches,1991-03-30_38,38,41,38,4,1991-03-30
Baby,Birdman,2002-12-14_4,4,0,4,1,2002-12-14
Baby Bash,Bashtown,2011-04-09_38,38,0,38,1,2011-04-09
Baby Bash,Cyclone,2007-11-17_11,11,0,11,1,2007-11-17
Baby Bash,Menage A Trois,2004-07-17_33,33,0,33,1,2004-07-17
Baby Bash,Super Saucy,2005-04-02_7,7,0,7,1,2005-04-02
Baby Bash,Tha Smokin' Nephew,2003-10-11_32,32,0,32,1,2003-10-11
Baby Boy Da Prince,Across The Water,2007-04-07_14,14,0,14,1,2007-04-07
Baby D,Lil' Chopper Toy,2002-09-28_40,40,0,40,1,2002-09-28
Baby Huey,The Baby Huey Story: The Living Legend,1971-05-01_40,40,43,40,4,1971-05-01
Babyface,Christmas With Babyface,1998-12-26_35,35,51,35,3,1998-12-26
Babyface,Face2Face,2001-09-29_8,8,0,8,1,2001-09-29
Babyface,For The Cool In You,1993-09-04_2,2,0,2,1,1993-09-04
Babyface,Grown & Sexy,2005-08-13_3,3,0,3,1,2005-08-13
Babyface,Lovers,1987-08-08_35,35,44,35,12,1987-08-08
Babyface,MTV Unplugged NYC 1997,1997-12-13_33,33,0,33,1,1997-12-13
Babyface,Return Of The Tender Lover,2015-12-26_5,5,0,5,1,2015-12-26
Babyface,Tender Lover,1989-08-12_36,36,71,36,2,1989-08-12
Babyface,The Day,1996-11-16_4,4,0,4,1,1996-11-16
Backbone AKA Mr. Fat Face 100 Featuring Slic Patna,Concrete Law,2001-07-07_28,28,0,28,1,2001-07-07
Bad Azz,Personal Business,2001-08-04_16,16,0,16,1,2001-08-04
Bad Azz,Word On Tha Street,1998-10-17_32,32,0,32,1,1998-10-17
Bad Boy's Da Band,Too Hot For T.V.,2003-10-18_1,1,0,1,1,2003-10-18
Bad Meets Evil,Hell: The Sequel (EP),2011-07-02_1,1,0,1,1,2011-07-02
Bad Rabbits,American Love,2013-06-01_29,29,0,29,1,2013-06-01
Bahamadia,Kollage,1996-04-20_13,13,0,13,1,1996-04-20
Baldhead Slick & Da Click,Baldhead Slick & Da Click,2001-10-13_22,22,0,22,1,2001-10-13
Bar-Kays,Black Rock,1971-03-06_39,39,0,39,3,1971-03-06
Bar-Kays,Gotta Groove,1969-07-26_40,40,0,40,1,1969-07-26
Barbara Lewis,"Baby, I'm Yours",1965-10-02_10,10,0,10,1,1965-10-02
Barbara Mason,Give Me Your Love,1973-02-17_36,36,41,36,3,1973-02-17
Barbara Mason,Lady Love,1974-02-02_39,39,44,39,3,1974-02-02
Barkays,Animal,1989-03-18_38,38,44,38,5,1989-03-18
Barkays,As One,1980-12-20_19,19,0,19,1,1980-12-20
Barkays,Banging The Wall,1985-09-21_33,33,0,33,1,1985-09-21
Barkays,Contagious,1987-11-07_37,37,55,37,3,1987-11-07
Barkays,Dangerous,1984-04-28_15,15,50,15,2,1984-04-28
Barkays,Flying High On Your Love,1977-11-26_37,37,56,37,2,1977-11-26
Barkays,Injoy,1979-11-10_23,23,0,23,1,1979-11-10
Barkays,Light Of Life,1979-01-06_26,26,46,26,3,1979-01-06
Barkays,Money Talks,1978-11-25_38,38,48,38,2,1978-11-25
Barkays,Night Cruisin,1981-11-28_21,21,43,21,2,1981-11-28
Barkays,Propositions,1982-11-27_25,25,43,25,2,1982-11-27
Barkays,Too Hot To Stop,1976-11-20_35,35,0,35,1,1976-11-20
Barry White,Barry White Sings For Someone You Love,1977-10-01_33,33,44,33,2,1977-10-01
Barry White,Barry White The Man,1978-10-21_20,20,0,20,1,1978-10-21
Barry White,Barry White's Sheet Music,1980-07-26_38,38,46,38,3,1980-07-26
Barry White,Beware,1981-11-28_40,40,41,40,6,1981-11-28
Barry White,Can't Get Enough,1974-09-14_39,39,0,39,1,1974-09-14
Barry White,Change,1982-09-11_38,38,0,38,1,1982-09-11
Barry White,I Love To Sing The Songs I Sing,1979-09-01_40,40,50,40,2,1979-09-01
Barry White,I've Got So Much To Give,1973-05-05_33,33,46,33,2,1973-05-05
Barry White,Is This Whatcha Wont?,1976-11-20_37,37,47,37,2,1976-11-20
Barry White,Just Another Way To Say I Love You,1975-04-19_37,37,0,37,1,1975-04-19
Barry White,Let The Music Play,1976-02-14_31,31,45,31,2,1976-02-14
Barry White,Put Me In Your Mix,1991-11-09_34,34,45,34,2,1991-11-09
Barry White,Staying Power,1999-08-14_13,13,0,13,1,1999-08-14
Barry White,Stone Gon',1973-12-08_33,33,46,33,2,1973-12-08
Barry White,The Icon Is Love,1994-10-22_5,5,0,5,1,1994-10-22
Barry White,The Man Is Back,1989-12-30_38,38,45,38,8,1989-12-30
Barry White,The Message Is Love,1979-04-28_32,32,49,32,2,1979-04-28
Barry White,The Right Night And Barry White,1987-11-14_32,32,47,32,2,1987-11-14
Bas,Last Winter,2014-05-17_18,18,0,18,1,2014-05-17
Bas,Milky Way,2018-09-08_19,19,0,19,1,2018-09-08
Bas,Too High To Riot,2016-03-26_7,7,0,7,1,2016-03-26
Basic Black,Basic Black,1990-09-29_39,39,48,39,5,1990-09-29
BeBe,Love And Freedom,2000-09-16_11,11,0,11,1,2000-09-16
BeBe & CeCe Winans,Different Lifestyles,1991-08-03_35,35,70,35,2,1991-08-03
BeBe & CeCe Winans,First Christmas,1993-12-18_38,38,64,38,2,1993-12-18
BeBe & CeCe Winans,Heaven,1989-02-25_33,33,44,33,7,1989-02-25
BeBe & CeCe Winans,Relationships,1994-10-08_19,19,0,19,1,1994-10-08
BeBe & CeCe Winans,Still,2009-10-24_2,2,60,2,2,2009-10-24
BeBe Winans,America * America,2012-07-28_22,22,46,22,4,2012-07-28
BeBe Winans,BeBe Winans,1997-11-15_36,36,0,36,1,1997-11-15
BeBe Winans,Dream,2005-03-12_34,34,0,34,1,2005-03-12
Beanie Sigel,Still Public Enemy #1: Southern Remix Mixtape,2006-11-18_34,34,0,34,1,2006-11-18
Beanie Sigel,The B. Coming,2005-04-16_1,1,83,1,2,2005-04-16
Beanie Sigel,The Broad Street Bully,2009-09-19_13,13,0,13,1,2009-09-19
Beanie Sigel,The Reason,2001-07-14_2,2,0,2,1,2001-07-14
Beanie Sigel,The Solution,2007-12-29_7,7,0,7,1,2007-12-29
Beanie Sigel,The Truth,2000-03-18_2,2,0,2,1,2000-03-18
Beanie Sigel,This Time,2012-09-15_33,33,0,33,1,2012-09-15
Beastie Boys,Check Your Head,1992-06-13_37,37,41,37,5,1992-06-13
Beastie Boys,Hot Sauce Committee Part Two,2011-05-21_1,1,0,1,1,2011-05-21
Beastie Boys,Ill Communication,1994-06-18_2,2,0,2,1,1994-06-18
Beastie Boys,Licensed To Ill,1986-12-06_8,8,49,8,2,1986-12-06
Beastie Boys,Paul's Boutique,1989-09-02_34,34,42,34,3,1989-09-02
Beastie Boys,Solid Gold Hits,2005-11-26_30,30,0,30,1,2005-11-26
Beastie Boys,To The 5 Boroughs,2004-07-03_1,1,0,1,1,2004-07-03
Bee Gees,Children Of The World,1976-10-09_31,31,41,31,2,1976-10-09
Bee Gees,Here At Last...Bee Gees...Live,1977-06-18_37,37,45,37,2,1977-06-18
Bee Gees,Spirits Having Flown,1979-02-24_32,32,0,32,1,1979-02-24
Beelow,Ballaholic,2000-03-18_34,34,0,34,1,2000-03-18
Beenie Man,Art And Life,2000-07-29_18,18,0,18,1,2000-07-29
Beenie Man,Back To Basics,2004-07-31_9,9,0,9,1,2004-07-31
Beenie Man,Many Moods Of Moses,1998-04-04_36,36,41,36,4,1998-04-04
Beenie Man,Tropical Storm,2002-09-07_7,7,0,7,1,2002-09-07
Beenie Man,Undisputed,2006-09-16_12,12,0,12,1,2006-09-16
Bell And James,Bell + James,1979-02-10_31,31,54,31,6,1979-02-10
Bell And James,Only Make Believe,1979-11-10_36,36,46,36,2,1979-11-10
Bell Biv DeVoe,Hootie Mack,1993-07-10_6,6,0,6,1,1993-07-10
Bell Biv DeVoe,Poison,1990-04-14_15,15,48,15,2,1990-04-14
Bell Biv DeVoe,Three Stripes,2017-02-18_10,10,0,10,1,2017-02-18
Bell Biv DeVoe,WBBD - Bootcity! The Remix Album,1991-09-28_32,32,47,32,2,1991-09-28
Ben E. King,Supernatural,1975-05-17_32,32,43,32,3,1975-05-17
Benzino,Arch Nemesis,2005-03-12_39,39,0,39,1,2005-03-12
Benzino,Redemption,2003-02-01_31,31,0,31,1,2003-02-01
Benzino,The Benzino Project,2001-11-17_24,24,0,24,1,2001-11-17
Bernard Wright,Mr. Wright,1985-12-07_37,37,45,37,2,1985-12-07
Bernard Wright,Nard,1981-04-04_37,37,44,37,3,1981-04-04
Berner,20 Lights (EP),2015-01-24_10,10,0,10,1,2015-01-24
Berner,Hempire,2016-04-23_6,6,0,6,1,2016-04-23
Berner,Packs,2017-01-07_30,30,0,30,1,2017-01-07
Berner & B-Real,Prohibition (EP),2014-11-01_28,28,0,28,1,2014-11-01
Berner & B-Real,Prohibition Part 2,2015-05-02_20,20,0,20,1,2015-05-02
Berner & B-Real,"Prohibition, Part 3",2016-12-03_13,13,0,13,1,2016-12-03
Berner And Cam'ron,Contraband (EP),2015-11-28_39,39,0,39,1,2015-11-28
Bernz,See You On The Other Side,2016-07-30_13,13,0,13,1,2016-07-30
Bert Robinson,No More Cold Nights,1987-11-07_36,36,43,36,4,1987-11-07
Betty Wright,Betty Wright Live,1978-06-24_40,40,50,40,2,1978-06-24
Betty Wright,I Love The Way You Love,1972-03-18_36,36,42,36,2,1972-03-18
Betty Wright,Mother Wit,1988-05-28_34,34,46,34,4,1988-05-28
Betty Wright And The Roots,Betty Wright: The Movie,2011-12-03_27,27,0,27,1,2011-12-03
Beyonce,4,2011-07-16_1,1,0,1,1,2011-07-16
Beyonce,4: The Remix (EP),2012-05-12_30,30,0,30,1,2012-05-12
Beyonce,Above And Beyonce: Video Collection & Dance Mixes (EP),2009-07-04_23,23,0,23,1,2009-07-04
Beyonce,B'Day,2006-09-23_1,1,47,1,2,2006-09-23
Beyonce,Beyonce,2013-12-28_1,1,0,1,1,2013-12-28
Beyonce,Beyonce: More Only (EP),2014-12-13_3,3,0,3,1,2014-12-13
Beyonce,Dangerously In Love,2003-07-12_1,1,57,1,2,2003-07-12
Beyonce,I Am... World Tour,2010-12-18_40,40,0,40,1,2010-12-18
Beyonce,I Am...Sasha Fierce,2008-12-06_1,1,65,1,2,2008-12-06
Beyonce,Lemonade,2016-05-14_1,1,0,1,1,2016-05-14
Beyonce,Live At Wembley,2004-05-15_8,8,0,8,1,2004-05-15
Big Boi,Boomiverse,2017-07-08_12,12,0,12,1,2017-07-08
Big Boi,Sir Lucious Left Foot: The Son Of Chico Dusty,2010-07-24_3,3,0,3,1,2010-07-24
Big Boi,Vicious Lies And Dangerous Rumors,2012-12-29_6,6,0,6,1,2012-12-29
Big Brother And The Holding Company,Big Brother & The Holding Company,1967-10-14_29,29,0,29,1,1967-10-14
Big Brother And The Holding Company,Cheap Thrills,1968-10-19_21,21,42,21,2,1968-10-19
Big Bub,Comin' At Cha,1992-11-21_37,37,49,37,4,1992-11-21
Big Bub,Timeless,1997-11-08_15,15,0,15,1,1997-11-08
Big Daddy Kane,Daddy's Home,1994-10-01_26,26,0,26,1,1994-10-01
Big Daddy Kane,It's A Big Daddy Thing,1989-10-14_20,20,72,20,2,1989-10-14
Big Daddy Kane,Long Live The Kane,1988-07-23_33,33,44,33,2,1988-07-23
Big Daddy Kane,Looks Like A Job For...,1993-06-12_9,9,0,9,1,1993-06-12
Big Daddy Kane,Prince Of Darkness,1991-11-30_28,28,46,28,2,1991-11-30
Big Daddy Kane,Taste Of Chocolate,1990-11-24_23,23,0,23,1,1990-11-24
Big Ed,The Assassin,1998-09-19_3,3,0,3,1,1998-09-19
Big Gipp,Mutant Mindframe,2003-08-30_20,20,0,20,1,2003-08-30
Big K.R.I.T.,4eva Is A Mighty Long Time,2017-11-18_5,5,0,5,1,2017-11-18
Big K.R.I.T.,All My Life,2015-12-12_39,39,0,39,1,2015-12-12
Big K.R.I.T.,Cadillactica,2014-11-29_1,1,0,1,1,2014-11-29
Big K.R.I.T.,Live From The Underground,2012-06-23_1,1,0,1,1,2012-06-23
Big Kuntry King,My Turn To Eat,2008-10-18_13,13,0,13,1,2008-10-18
Big L,Lifestylez Ov Da Poor & Dangerous,1995-04-15_22,22,0,22,1,1995-04-15
Big L,The Big Picture,2000-08-19_2,2,93,2,2,2000-08-19
Big Mike,Hard To Hit,1999-06-12_13,13,0,13,1,1999-06-12
Big Mike,Somethin' Serious,1994-07-16_4,4,0,4,1,1994-07-16
Big Mike,Still Serious,1997-04-26_3,3,0,3,1,1997-04-26
Big Moe,Moe Life,2003-06-21_33,33,0,33,1,2003-06-21
Big Moe,Purple World,2002-05-11_3,3,0,3,1,2002-05-11
Big Pun,Endangered Species,2001-04-21_3,3,93,3,2,2001-04-21
Big Punisher,Capital Punishment,1998-05-16_1,1,60,1,2,1998-05-16
Big Punisher,Yeeeah Baby,2000-04-22_1,1,49,1,2,2000-04-22
Big Scoob,H.O.G.,2016-11-26_16,16,0,16,1,2016-11-26
Big Sean,Dark Sky Paradise,2015-03-14_1,1,0,1,1,2015-03-14
Big Sean,Finally Famous,2011-07-16_2,2,0,2,1,2011-07-16
Big Sean,Hall Of Fame,2013-09-14_1,1,0,1,1,2013-09-14
Big Sean,I Decided.,2017-02-25_1,1,0,1,1,2017-02-25
Big Sean & Metro Boomin,Double Or Nothing,2017-12-30_2,2,0,2,1,2017-12-30
Big Tray Deee,The General's List,2002-09-07_21,21,0,21,1,2002-09-07
Big Tuck,Tha Absolute Truth,2006-12-30_27,27,0,27,1,2006-12-30
Big Tymers,Big Money Heavyweight,2003-12-27_6,6,0,6,1,2003-12-27
Big Tymers,Hood Rich,2002-05-18_1,1,0,1,1,2002-05-18
Big Tymers,How U Luv That?,1998-03-14_25,25,58,25,2,1998-03-14
